situation,clue,polarity
I went to the store and bought myself a new outfit for my date tonight . ,the outfit is too formal for the restaurant we're going to .,0
I went to the store and bought myself a new outfit for my date tonight . ,the outfit is too formal for the movies .,0
I went to the store and bought myself a new outfit for my date tonight . ,I'm not confident in myself .,0
I went to the store and bought myself a new outfit for my date tonight . ,I'm not confident in my fashion sense .,0
I went to the store and bought myself a new outfit for my date tonight . ,I'm not confident in my appearance .,0
I went to the store and bought myself a new outfit for my date tonight . ,I didn't consult with him first .,0
I went to the store and bought myself a new outfit for my date tonight . ,he prefers more natural colors .,0
I'm driving my car on the highway and I see my boss in the car next to me . ,I'm not supposed to be on the highway during work hours .,0
I'm driving my car on the highway and I see my boss in the car next to me . ,I'm supposed to be at work .,0
I'm driving my car on the highway and I see my boss in the car next to me . ,I'm not in the office .,0
I'm driving my car on the highway and I see my boss in the car next to me . ,I'm not at work .,0
I'm driving my car on the highway and I see my boss in the car next to me . ,it's 9 AM on a weekday .,0
I'm driving my car on the highway and I see my boss in the car next to me . ,I'm supposed to be at work now .,0
I give my opinions about music to my boss . ,my boss always thinks that my taste in music is terrible .,0
I give my opinions about music to my boss . ,my boss doesn't seem to like my taste .,0
I give my opinions about music to my boss . ,my boss doesn't like that kind of music .,0
I give my opinions about music to my boss . ,he only loves country music .,0
I give my opinions about music to my boss . ,he likes different genres of music .,0
I give my opinions about music to my boss . ,I don't have much experience in the music industry .,0
I give my opinions about music to my boss . ,I am not a music expert .,0
I give my opinions about music to my boss . ,my taste in music is quite different from his .,0
I help my friend by giving her a job at my company . ,she is not qualified  for the job .,0
I help my friend by giving her a job at my company . ,she is not very professional .,0
I help my friend by giving her a job at my company . ,she is not experienced .,0
I help my friend by giving her a job at my company . ,she is not good at working .,0
I help my friend by giving her a job at my company . ,she doesn't have the necessary skills for the job .,0
I help my friend by giving her a job at my company . ,she is lazy and she is not good with people .,0
I help my friend by giving her a job at my company . ,she has no experience .,0
I help my friend by giving her a job at my company . ,she doesn't have much work experience .,0
I keep my fingers crossed whenever I have to do a presentation in front of my boss . ,my body language is not confident .,0
I keep my fingers crossed whenever I have to do a presentation in front of my boss . ,I never make eye contact with him when I speak .,0
I keep my fingers crossed whenever I have to do a presentation in front of my boss . ,I'm too nervous .,0
I keep my fingers crossed whenever I have to do a presentation in front of my boss . ,my boss is really strict .,0
I keep my fingers crossed whenever I have to do a presentation in front of my boss . ,I'm not confident in myself .,0
I keep my fingers crossed whenever I have to do a presentation in front of my boss . ,I'm not very confident .,0
I keep my fingers crossed whenever I have to do a presentation in front of my boss . ,I don't look confident .,0
I keep my fingers crossed whenever I have to do a presentation in front of my boss . ,I look nervous .,0
"I leave my laptop at home, and I have to use my boss's laptop to do my work . ",I am not familiar with the programs on my boss's laptop .,0
"I leave my laptop at home, and I have to use my boss's laptop to do my work . ",I am not familiar with this laptop .,0
"I leave my laptop at home, and I have to use my boss's laptop to do my work . ",I will not be able to finish my work on time .,0
"I leave my laptop at home, and I have to use my boss's laptop to do my work . ",I will not be able to do my work well .,0
I let my daughter play with my phone . ,my daughter is too young to use a phone .,0
I let my daughter play with my phone . ,my daughter often breaks my things .,0
I let my daughter play with my phone . ,she always breaks my stuff .,0
I let my daughter play with my phone . ,she will break it .,0
I let my daughter play with my phone . ,she is always breaking her toys .,0
I let my daughter play with my phone . ,she is very naughty .,0
There was a big crowd around the entrance to the club . ,I am not on the  VIP list .,0
There was a big crowd around the entrance to the club . ,I was not wearing appropriate clothes .,0
